"id","samp_period","batch","incb_num","incb_temp_id","incb_temp","body_temp","defecate","series","obs","orig_lizmass","orig_co2_pmin","lizmass_nocombout","co2pm_nocombout","incb_temp_K","inverseK_incb_temp","body_temp_K","inverseK_body_temp","z.incb_temp","z.log.temp","z.body_temp","z.log.body_temp","log.mass","z.log.mass","log.co2pmin","z.log.co2pmin","z.prior_temp1","z.log.prior_temp1","z.prior_temp2","z.log.prior_temp2","prior_temp1_K","inverseK_prior_temp1","prior_temp2_K","inverseK_prior_temp2","inverseK_incb_temp_22cen","inverseK_incb_temp_24cen","inverseK_incb_temp_26cen","inverseK_incb_temp_28cen","inverseK_incb_temp_30cen","inverseK_incb_temp_32cen"
"ld0049",3,1,2,1,28,24.5,1,"ld0049_3",583,1.388,0.004843343,1.388,0.004843343,301.15,0.128342802689596,297.65,0.0240668287158305,0.292711926830533,0.347756949468565,0.10967008701592,0.145303758367154,0.327863862084613,1.40835229034624,-5.33015009419943,-0.295336704505888,-1.18852127764524,-1.26536226203824,-0.916831458194018,-0.909461745131453,295.15,-0.468265195604468,297.15,-0.253726399222902,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0088",3,1,2,1,28,25,1,"ld0088_3",1001,1.24,0.01189738,1.24,0.01189738,301.15,0.128342802689596,298.15,0.0894283328625927,0.292711926830533,0.347756949468565,0.408200359060136,0.443573052326295,0.215111379616945,0.429921094540527,-4.43143707117243,1.47000965283145,-1.18852127764524,-1.26536226203824,-0.445166719585535,-0.411342771589956,295.15,-0.468265195604468,298.15,-0.122783429616416,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0089",3,1,2,1,28,26,NA,"ld0089_3",1073,1.149,0.005049073,1.149,0.005049073,301.15,0.128342802689596,299.15,0.219495868943383,0.292711926830533,0.347756949468565,1.00526090314857,1.02262091145451,0.138891998866619,-0.231487135406856,-5.2885506169013,-0.213622649146985,-1.18852127764524,-1.26536226203824,1.67732460415264,1.60830088300509,295.15,-0.468265195604468,302.65,0.455751727771839,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0105",3,1,2,1,28,26.5,1,"ld0105_3",1281,1.334,0.0084581,1.334,0.0084581,301.15,0.128342802689596,299.65,0.284204088336818,0.292711926830533,0.347756949468565,1.30379117519278,1.30384518381618,0.288181947493432,1.06400489953431,-4.7726307168757,0.799801316960017,-1.18852127764524,-1.26536226203824,-0.209334350281293,-0.169706749192677,295.15,-0.468265195604468,298.65,-0.0576407820045493,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0118",3,1,2,1,28,24,NA,"ld0118_3",1541,1.341,0.00361495,1.341,0.00361495,301.15,0.128342802689596,297.15,-0.0415146367438929,0.292711926830533,0.347756949468565,-0.188860185028296,-0.159115849324118,0.293415604299541,1.1094209557946,-5.62267725472571,-0.869949227108412,-1.18852127764524,-1.26536226203824,-0.445166719585535,-0.411342771589956,295.15,-0.468265195604468,298.15,-0.122783429616416,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0133",3,1,2,1,28,25.8,1,"ld0133_3",1717,1.1,0.005163733,1.1,0.005163733,301.15,0.128342802689596,298.95,0.193551974725295,0.292711926830533,0.347756949468565,0.885848794330883,0.908613951884625,0.0953101798043249,-0.609676691922707,-5.26609551143979,-0.169513976395598,-1.18852127764524,-1.26536226203824,-0.209334350281293,-0.169706749192677,295.15,-0.468265195604468,298.65,-0.0576407820045493,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0142",3,1,2,1,28,24,1,"ld0142_3",1979,0.941,0.004652448,0.941,0.004652448,301.15,0.128342802689596,297.15,-0.0415146367438929,0.292711926830533,0.347756949468565,-0.188860185028296,-0.159115849324118,-0.0608121393967575,-1.96445792710908,-5.370361746297,-0.374324648080869,-1.18852127764524,-1.26536226203824,-0.680999088889776,-0.657860658577783,295.15,-0.468265195604468,297.65,-0.188144933763178,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0154",3,1,2,1,28,26.5,NA,"ld0154_3",2242,1.075,0.005434822,1.075,0.005434822,301.15,0.128342802689596,299.65,0.284204088336818,0.292711926830533,0.347756949468565,1.30379117519278,1.30384518381618,0.0723206615796261,-0.809172625983756,-5.21492850963525,-0.0690063861669908,-1.18852127764524,-1.26536226203824,0.733995126935674,0.751653046966379,295.15,-0.468265195604468,300.65,0.200763081431045,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0155",3,1,2,1,28,26.5,NA,"ld0155_3",2317,1.102,0.00713249,1.102,0.00713249,301.15,0.128342802689596,299.65,0.284204088336818,0.292711926830533,0.347756949468565,1.30379117519278,1.30384518381618,0.0971267107307228,-0.593913397956712,-4.94309487691055,0.464957739239824,-1.18852127764524,-1.26536226203824,1.4414922348484,1.39971083986099,295.15,-0.468265195604468,302.15,0.392321033975415,-0.783102,-0.5185542,-0.2575437,0,0.2541454,0.5049594
"ld0002",3,1,2,1,32,26,NA,"ld0002_3",37,0.996,0.018862092,0.996,0.018862092,305.15,0.633302228903356,299.15,0.219495868943383,1.46355963415267,1.39167800608564,1.00526090314857,1.02262091145451,-0.00400802139753882,-1.47152934687492,-3.97060108534079,2.3752320186738,0.147388617764142,0.208941593786652,-1.3884961968025,-1.42878353961393,299.15,0.0572931426301512,296.15,-0.385553670498179,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0018",3,1,2,1,32,26,NA,"ld0018_3",253,1.161,0.018522767,1.161,0.018522767,305.15,0.633302228903356,299.15,0.219495868943383,1.46355963415267,1.39167800608564,1.00526090314857,1.02262091145451,0.149281702715754,-0.141328496424409,-3.98875465487656,2.33957287383945,0.147388617764142,0.208941593786652,-1.3884961968025,-1.42878353961393,299.15,0.0572931426301512,296.15,-0.385553670498179,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0049",3,1,2,1,32,24.5,NA,"ld0049_3",596,1.361,0.00806784,1.361,0.00806784,305.15,0.633302228903356,297.65,0.0240668287158305,1.46355963415267,1.39167800608564,0.10967008701592,0.145303758367154,0.308219723669329,1.23788652835514,-4.81986949051964,0.707009964391728,-0.353577593014375,-0.315488431992429,-1.3884961968025,-1.42878353961393,297.65,-0.138135897597401,296.15,-0.385553670498179,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0088",3,1,2,1,32,25.5,NA,"ld0088_3",963,1.245,0.009493605,1.245,0.009493605,305.15,0.633302228903356,298.65,0.154570980474459,1.46355963415267,1.39167800608564,0.706730631104353,0.735935633703971,0.219135529916671,0.464841427145989,-4.65713686494288,1.02666645141387,-0.186588856088203,-0.137193304660608,-1.3884961968025,-1.42878353961393,298.15,-0.0727743934506393,296.15,-0.385553670498179,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0089",3,1,2,1,32,26,NA,"ld0089_3",1046,1.154,0.006995274,1.154,0.006995274,305.15,0.633302228903356,299.15,0.219495868943383,1.46355963415267,1.39167800608564,1.00526090314857,1.02262091145451,0.143234168085908,-0.193807132903691,-4.96252050079554,0.426799891867294,0.147388617764142,0.208941593786652,-1.3884961968025,-1.42878353961393,299.15,0.0572931426301512,296.15,-0.385553670498179,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0105",3,1,2,1,32,24,1,"ld0105_3",1276,1.317,0.012756363,1.317,0.012756363,305.15,0.633302228903356,297.15,-0.0415146367438929,1.46355963415267,1.39167800608564,-0.188860185028296,-0.159115849324118,0.275356422761144,0.952708959737625,-4.36172507304261,1.60694526943871,0.314377354690314,0.377047793335276,-1.3884961968025,-1.42878353961393,299.65,0.122001362023586,296.15,-0.385553670498179,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0118",3,1,2,1,32,24,NA,"ld0118_3",1543,1.354,0.007698385,1.354,0.007698385,305.15,0.633302228903356,297.15,-0.0415146367438929,1.46355963415267,1.39167800608564,-0.188860185028296,-0.159115849324118,0.303063174490083,1.19313958825006,-4.8667447123808,0.614932738356581,-0.520566329940548,-0.497460005382259,-1.3884961968025,-1.42878353961393,297.15,-0.203717363057125,296.15,-0.385553670498179,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0133",3,1,2,1,32,24.5,1,"ld0133_3",1682,1.11,0.006945304,1.11,0.006945304,305.15,0.633302228903356,297.65,0.0240668287158305,1.46355963415267,1.39167800608564,0.10967008701592,0.145303758367154,0.104360015324243,-0.531145016204281,-4.96968953123562,0.412717730544641,0.0805931229936729,0.140792153717201,-1.3884961968025,-1.42878353961393,298.95,0.0313492484120626,296.15,-0.385553670498179,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0142",3,1,2,1,32,25.5,1,"ld0142_3",1971,0.955,0.005639272,0.955,0.005639272,305.15,0.633302228903356,298.65,0.154570980474459,1.46355963415267,1.39167800608564,0.706730631104353,0.735935633703971,-0.0460439385014068,-1.83630404396881,-5.17800029981764,0.00353187578557593,-0.520566329940548,-0.497460005382259,-1.3884961968025,-1.42878353961393,297.15,-0.203717363057125,296.15,-0.385553670498179,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0154",3,1,2,1,32,26.5,1,"ld0154_3",2261,1.113,0.007420429,1.113,0.007420429,305.15,0.633302228903356,299.65,0.284204088336818,1.46355963415267,1.39167800608564,1.30379117519278,1.30384518381618,0.107059072293408,-0.507723433990825,-4.90351840676258,0.542697991825315,0.314377354690314,0.377047793335276,-1.3884961968025,-1.42878353961393,299.65,0.122001362023586,296.15,-0.385553670498179,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0155",3,1,2,1,32,24.5,NA,"ld0155_3",2293,1.108,0.013523718,1.108,0.013523718,305.15,0.633302228903356,297.65,0.0240668287158305,1.46355963415267,1.39167800608564,0.10967008701592,0.145303758367154,0.102556588325092,-0.546794598339498,-4.30331024617289,1.72168979765488,0.314377354690314,0.377047793335276,-1.3884961968025,-1.42878353961393,299.65,0.122001362023586,296.15,-0.385553670498179,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0002",3,1,2,2,24,27,NA,"ld0002_3",39,1.043,0.007977871,1.043,0.007977871,297.15,-0.390211358202637,300.15,0.348696721458744,-0.8781357804916,-0.857361468011035,1.602321447237,1.57981261870004,0.0421011760186353,-1.07140798211042,-4.83108369509568,0.684981847861188,0.815343565468831,0.862967320328408,-1.3884961968025,-1.42878353961393,301.15,0.314836797835109,296.15,-0.385553670498179,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0018",3,1,2,2,24,26,NA,"ld0018_3",297,1.219,0.005900118,1.219,0.005900118,297.15,-0.390211358202637,299.15,0.219495868943383,-0.8781357804916,-0.857361468011035,1.00526090314857,1.02262091145451,0.198030850499135,0.281701541729117,-5.13278292827046,0.0923525783946437,0.815343565468831,0.862967320328408,-1.3884961968025,-1.42878353961393,301.15,0.314836797835109,296.15,-0.385553670498179,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0049",3,1,2,2,24,24,NA,"ld0049_3",575,1.404,0.003293916,1.404,0.003293916,297.15,-0.390211358202637,297.15,-0.0415146367438929,-0.8781357804916,-0.857361468011035,-0.188860185028296,-0.159115849324118,0.339325305603619,1.50781115495418,-5.71567814846259,-1.05263133450076,0.815343565468831,0.862967320328408,-1.3884961968025,-1.42878353961393,301.15,0.314836797835109,296.15,-0.385553670498179,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0088",3,1,2,2,24,25,NA,"ld0088_3",982,1.299,0.009355296,1.299,0.009355296,297.15,-0.390211358202637,298.15,0.0894283328625927,-0.8781357804916,-0.857361468011035,0.408200359060136,0.443573052326295,0.261594737688462,0.83328930983478,-4.67181267892287,0.997838678713684,0.815343565468831,0.862967320328408,-1.3884961968025,-1.42878353961393,301.15,0.314836797835109,296.15,-0.385553670498179,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0089",3,1,2,2,24,29.5,1,"ld0089_3",1067,1.187,0.004944432,1.187,0.004944432,297.15,-0.390211358202637,302.65,0.667963490250847,-0.8781357804916,-0.857361468011035,3.09497280745808,2.88719973704986,0.171429115627531,0.0508599079904245,-5.30949318400326,-0.254760235450355,0.815343565468831,0.862967320328408,-1.3884961968025,-1.42878353961393,301.15,0.314836797835109,296.15,-0.385553670498179,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0105",3,1,2,2,24,25.5,1,"ld0105_3",1272,1.375,0.005841209,1.375,0.005841209,297.15,-0.390211358202637,298.65,0.154570980474459,-0.8781357804916,-0.857361468011035,0.706730631104353,0.735935633703971,0.318453731118535,1.3266940820982,-5.14281748301985,0.0726416537496701,0.815343565468831,0.862967320328408,-1.3884961968025,-1.42878353961393,301.15,0.314836797835109,296.15,-0.385553670498179,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0118",3,1,2,2,24,25,NA,"ld0118_3",1536,1.382,0.004619222,1.382,0.004619222,297.15,-0.390211358202637,298.15,0.0894283328625927,-0.8781357804916,-0.857361468011035,0.408200359060136,0.443573052326295,0.323531725345478,1.37075934660524,-5.37752898633747,-0.388403292512862,0.815343565468831,0.862967320328408,-1.3884961968025,-1.42878353961393,301.15,0.314836797835109,296.15,-0.385553670498179,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0133",3,1,2,2,24,25.5,NA,"ld0133_3",1707,1.134,0.003065072,1.134,0.003065072,297.15,-0.390211358202637,298.65,0.154570980474459,-0.8781357804916,-0.857361468011035,0.706730631104353,0.735935633703971,0.12575120530556,-0.34551888066328,-5.78768421884214,-1.19407320837343,0.815343565468831,0.862967320328408,-1.3884961968025,-1.42878353961393,301.15,0.314836797835109,296.15,-0.385553670498179,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0142",3,1,2,2,24,24.5,1,"ld0142_3",1938,0.992,0.00452081,0.992,0.00452081,297.15,-0.390211358202637,297.65,0.0240668287158305,-0.8781357804916,-0.857361468011035,0.10967008701592,0.145303758367154,-0.00803217169726427,-1.50644967948038,-5.39906409765321,-0.430704816294114,0.815343565468831,0.862967320328408,-1.3884961968025,-1.42878353961393,301.15,0.314836797835109,296.15,-0.385553670498179,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0154",3,1,2,2,24,27.5,1,"ld0154_3",2267,1.152,0.007498204,1.152,0.007498204,297.15,-0.390211358202637,300.65,0.412974843910054,-0.8781357804916,-0.857361468011035,1.90085171928122,1.8507161441189,0.141499562273699,-0.208859506048355,-4.89309175378326,0.563179116928261,0.815343565468831,0.862967320328408,-1.3884961968025,-1.42878353961393,301.15,0.314836797835109,296.15,-0.385553670498179,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0155",3,1,2,2,24,29,NA,"ld0155_3",2287,1.14,0.009541057,1.14,0.009541057,297.15,-0.390211358202637,302.15,0.604532796454424,-0.8781357804916,-0.857361468011035,2.79644253541387,2.63482046487733,0.131028262406404,-0.299726210058496,-4.65215100301373,1.03646020422405,0.815343565468831,0.862967320328408,-1.3884961968025,-1.42878353961393,301.15,0.314836797835109,296.15,-0.385553670498179,-0.2645478,0,0.2610105,0.5185542,0.7726996,1.0235136
"ld0002",3,1,2,2,30,26,NA,"ld0002_3",48,1.008,0.01038245,1.008,0.01038245,303.15,0.38248822394826,299.15,0.219495868943383,0.8781357804916,0.887129076772192,1.00526090314857,1.02262091145451,0.00796816964917688,-1.36760366230832,-4.56763839826677,1.20246872431495,0.147388617764142,0.208941593786652,1.4414922348484,1.39971083986099,299.15,0.0572931426301512,302.15,0.392321033975415,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0018",3,1,2,2,30,26,1,"ld0018_3",269,1.183,0.008102712,1.183,0.008102712,303.15,0.38248822394826,299.15,0.219495868943383,0.8781357804916,0.887129076772192,1.00526090314857,1.02262091145451,0.16805358499625,0.0215680964066713,-4.8155564585269,0.715482074089006,0.147388617764142,0.208941593786652,1.4414922348484,1.39971083986099,299.15,0.0572931426301512,302.15,0.392321033975415,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0049",3,1,2,2,30,24.5,1,"ld0049_3",574,1.388,0.005575436,1.388,0.005575436,303.15,0.38248822394826,297.65,0.0240668287158305,0.8781357804916,0.887129076772192,0.10967008701592,0.145303758367154,0.327863862084613,1.40835229034624,-5.18938475841588,-0.0188306715479122,-0.353577593014375,-0.315488431992429,1.4414922348484,1.39971083986099,297.65,-0.138135897597401,302.15,0.392321033975415,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0089",3,1,2,2,30,26,NA,"ld0089_3",1038,1.149,0.009002835,1.149,0.009002835,303.15,0.38248822394826,299.15,0.219495868943383,0.8781357804916,0.887129076772192,1.00526090314857,1.02262091145451,0.138891998866619,-0.231487135406856,-4.710215751248,0.92240333717229,0.147388617764142,0.208941593786652,1.4414922348484,1.39971083986099,299.15,0.0572931426301512,302.15,0.392321033975415,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0118",3,1,2,2,30,24,NA,"ld0118_3",1534,1.341,0.005256657,1.341,0.005256657,303.15,0.38248822394826,297.15,-0.0415146367438929,0.8781357804916,0.887129076772192,-0.188860185028296,-0.159115849324118,0.293415604299541,1.1094209557946,-5.24826000561168,-0.134479605647439,-0.520566329940548,-0.497460005382259,1.4414922348484,1.39971083986099,297.15,-0.203717363057125,302.15,0.392321033975415,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0133",3,1,2,2,30,25.8,1,"ld0133_3",1688,1.1,0.017387702,1.1,0.017387702,303.15,0.38248822394826,298.95,0.193551974725295,0.8781357804916,0.887129076772192,0.885848794330883,0.908613951884625,0.0953101798043249,-0.609676691922707,-4.05199210425872,2.21535524479242,-0.353577593014375,-0.315488431992429,1.4414922348484,1.39971083986099,297.65,-0.138135897597401,302.15,0.392321033975415,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0142",3,1,2,2,30,24,1,"ld0142_3",1975,0.941,0.006965891,0.941,0.006965891,303.15,0.38248822394826,297.15,-0.0415146367438929,0.8781357804916,0.887129076772192,-0.188860185028296,-0.159115849324118,-0.0608121393967575,-1.96445792710908,-4.96672975459113,0.418531634186859,-0.0196001191620308,0.037570993004352,1.4414922348484,1.39971083986099,298.65,-0.00763174583877249,302.15,0.392321033975415,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0154",3,1,2,2,30,26.5,NA,"ld0154_3",2275,1.075,0.011302453,1.075,0.011302453,303.15,0.38248822394826,299.65,0.284204088336818,0.8781357804916,0.887129076772192,1.30379117519278,1.30384518381618,0.0723206615796261,-0.809172625983756,-4.4827354971762,1.36924390540978,0.314377354690314,0.377047793335276,1.4414922348484,1.39971083986099,299.65,0.122001362023586,302.15,0.392321033975415,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0155",3,1,2,2,30,26.5,NA,"ld0155_3",2312,1.102,0.010408007,1.102,0.010408007,303.15,0.38248822394826,299.65,0.284204088336818,0.8781357804916,0.887129076772192,1.30379117519278,1.30384518381618,0.0971267107307228,-0.593913397956712,-4.56517986521259,1.20729803273754,-0.353577593014375,-0.315488431992429,1.4414922348484,1.39971083986099,297.65,-0.138135897597401,302.15,0.392321033975415,-1.0372474,-0.7726996,-0.5116891,-0.2541454,0,0.250814
"ld0002",3,1,2,2,26,26,NA,"ld0002_3",11,0.996,0.003471868,0.996,0.003471868,299.15,-0.129200852515361,299.15,0.219495868943383,-0.292711926830533,-0.231603986367692,1.00526090314857,1.02262091145451,-0.00400802139753882,-1.47152934687492,-5.66306250133993,-0.949278163235836,2.15125346087821,2.04142307264925,1.4414922348484,1.39971083986099,305.15,0.819796224048868,302.15,0.392321033975415,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0018",3,1,2,2,26,26,NA,"ld0018_3",246,1.161,0.019938244,1.161,0.019938244,299.15,-0.129200852515361,299.15,0.219495868943383,-0.292711926830533,-0.231603986367692,1.00526090314857,1.02262091145451,0.149281702715754,-0.141328496424409,-3.9151155825189,2.48422246143131,2.15125346087821,2.04142307264925,1.4414922348484,1.39971083986099,305.15,0.819796224048868,302.15,0.392321033975415,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0049",3,1,2,2,26,24.5,NA,"ld0049_3",577,1.361,0.004677666,1.361,0.004677666,299.15,-0.129200852515361,297.65,0.0240668287158305,-0.292711926830533,-0.231603986367692,0.10967008701592,0.145303758367154,0.308219723669329,1.23788652835514,-5.36495601140246,-0.363706136764905,2.15125346087821,2.04142307264925,1.4414922348484,1.39971083986099,305.15,0.819796224048868,302.15,0.392321033975415,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0088",3,1,2,2,26,25.5,NA,"ld0088_3",1017,1.245,0.015089797,1.245,0.015089797,299.15,-0.129200852515361,298.65,0.154570980474459,-0.292711926830533,-0.231603986367692,0.706730631104353,0.735935633703971,0.219135529916671,0.464841427145989,-4.19373645891049,1.93692612031525,2.15125346087821,2.04142307264925,1.4414922348484,1.39971083986099,305.15,0.819796224048868,302.15,0.392321033975415,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0089",3,1,2,2,26,26,NA,"ld0089_3",1069,1.154,0.004120765,1.154,0.004120765,299.15,-0.129200852515361,299.15,0.219495868943383,-0.292711926830533,-0.231603986367692,1.00526090314857,1.02262091145451,0.143234168085908,-0.193807132903691,-5.49171645324538,-0.6127022885155,2.15125346087821,2.04142307264925,1.4414922348484,1.39971083986099,305.15,0.819796224048868,302.15,0.392321033975415,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0105",3,1,2,2,26,24,1,"ld0105_3",1265,1.317,0.013131326,1.317,0.013131326,299.15,-0.129200852515361,297.15,-0.0415146367438929,-0.292711926830533,-0.231603986367692,-0.188860185028296,-0.159115849324118,0.275356422761144,0.952708959737625,-4.33275460566758,1.66385209925032,2.15125346087821,2.04142307264925,1.4414922348484,1.39971083986099,305.15,0.819796224048868,302.15,0.392321033975415,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0118",3,1,2,2,26,24,NA,"ld0118_3",1513,1.354,0.005113989,1.354,0.005113989,299.15,-0.129200852515361,297.15,-0.0415146367438929,-0.292711926830533,-0.231603986367692,-0.188860185028296,-0.159115849324118,0.303063174490083,1.19313958825006,-5.27577555307361,-0.188528529205328,2.15125346087821,2.04142307264925,1.4414922348484,1.39971083986099,305.15,0.819796224048868,302.15,0.392321033975415,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0133",3,1,2,2,26,24.5,1,"ld0133_3",1681,1.11,0.004542159,1.11,0.004542159,299.15,-0.129200852515361,297.65,0.0240668287158305,-0.292711926830533,-0.231603986367692,0.10967008701592,0.145303758367154,0.104360015324243,-0.531145016204281,-5.39435282930647,-0.421450448991916,2.15125346087821,2.04142307264925,1.4414922348484,1.39971083986099,305.15,0.819796224048868,302.15,0.392321033975415,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0142",3,1,2,2,26,25.5,1,"ld0142_3",1948,0.955,0.005335742,0.955,0.005335742,299.15,-0.129200852515361,298.65,0.154570980474459,-0.292711926830533,-0.231603986367692,0.706730631104353,0.735935633703971,-0.0460439385014068,-1.83630404396881,-5.23332732236234,-0.105147263393515,2.15125346087821,2.04142307264925,1.4414922348484,1.39971083986099,305.15,0.819796224048868,302.15,0.392321033975415,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0154",3,1,2,2,26,26.5,1,"ld0154_3",2264,1.113,0.008551668,1.113,0.008551668,299.15,-0.129200852515361,299.65,0.284204088336818,-0.292711926830533,-0.231603986367692,1.30379117519278,1.30384518381618,0.107059072293408,-0.507723433990825,-4.7616289273413,0.821412185592274,2.15125346087821,2.04142307264925,1.4414922348484,1.39971083986099,305.15,0.819796224048868,302.15,0.392321033975415,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0155",3,1,2,2,26,24.5,NA,"ld0155_3",2301,1.108,0.007212693,1.108,0.007212693,299.15,-0.129200852515361,297.65,0.0240668287158305,-0.292711926830533,-0.231603986367692,0.10967008701592,0.145303758367154,0.102556588325092,-0.546794598339498,-4.93191288840715,0.486922573582356,2.15125346087821,2.04142307264925,1.4414922348484,1.39971083986099,305.15,0.819796224048868,302.15,0.392321033975415,-0.5255583,-0.2610105,0,0.2575437,0.5116891,0.7625031
"ld0002",4,1,2,1,32,28.5,NA,"ld0002_4",52,1.089,0.015025261,1.089,0.015025261,305.15,0.633302228903356,301.65,0.540891823547119,1.46355963415267,1.39167800608564,2.49791226336965,2.37805176859028,0.0852598439508234,-0.69689040032341,-4.19802242766349,1.92850717107128,0.982332302395003,1.01917155093272,1.20565986554416,1.18749296247541,301.65,0.378689097233887,301.65,0.328680061068111,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0020",4,1,2,1,32,28.5,NA,"ld0020_4",330,1.159,0.009428139,1.159,0.009428139,305.15,0.633302228903356,301.65,0.540891823547119,1.46355963415267,1.39167800608564,2.49791226336965,2.37805176859028,0.147557564357615,-0.156290036237716,-4.66405655069916,1.01307407906501,0.982332302395003,1.01917155093272,1.20565986554416,1.18749296247541,301.65,0.378689097233887,301.65,0.328680061068111,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0027",4,1,2,1,32,25.5,NA,"ld0027_4",375,1.357,0.008355861,1.357,0.008355861,305.15,0.633302228903356,298.65,0.154570980474459,1.46355963415267,1.39167800608564,0.706730631104353,0.735935633703971,0.305276380852732,1.21234510905615,-4.78479207017965,0.775912711581731,-0.0196001191620308,0.037570993004352,-0.209334350281293,-0.169706749192677,298.65,-0.00763174583877249,298.65,-0.0576407820045493,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0051",4,1,2,1,32,27.5,NA,"ld0051_4",636,1.291,0.020226884,1.291,0.020226884,305.15,0.633302228903356,300.65,0.412974843910054,1.46355963415267,1.39167800608564,1.90085171928122,1.8507161441189,0.255417111864505,0.779681782178723,-3.90074266833641,2.51245524658772,0.648354828542659,0.703948448132837,0.733995126935674,0.751653046966379,300.65,0.250772117596822,300.65,0.200763081431045,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0105",4,1,2,1,32,30,1,"ld0105_4",1311,1.267,0.012389347,1.267,0.012389347,305.15,0.633302228903356,303.15,0.731184945407004,1.46355963415267,1.39167800608564,3.3935030795023,3.13533713937552,0.236651901339002,0.616843084775504,-4.39091828852336,1.54960089444087,1.48329851317352,1.47185070478881,1.91315697345688,1.81338504467662,303.15,0.568982219093772,303.15,0.518973182927995,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
"ld0133",4,1,2,1,32,28,1,"ld0133_4",1686,1.127,0.00855407,1.127,0.00855407,305.15,0.633302228903356,301.15,0.477039524148341,1.46355963415267,1.39167800608564,2.19938199132543,2.11673825838386,0.119559235057639,-0.399250884797238,-4.76134808590485,0.821963843790314,0.815343565468831,0.862967320328408,0.969827496239916,0.97151882205222,301.15,0.314836797835109,301.15,0.264827761669332,-1.2880614,-1.0235136,-0.7625031,-0.5049594,-0.250814,0
