"id","site","samp_period","series","obs","date","batch","ch_num","incb_num","incb_temp_id","incb_temp","prior_temp_1","prior_temp_2","prior_temp_3","prior_temp_4","body_temp","co2_samp_control","co2_samp_1","co2_samp_2","defecate","air_collect_notes","fms_notes","co2_warthog_notes","co2_samp_1_correct","co2_samp_2_correct","frac_co2","lizmass","total_air","total_co2","co2_pmin","z.incb_temp","z.body_temp","log.mass","z.log.mass","log.co2pmin","z.log.co2pmin","z.prior_temp_1","z.prior_temp_2","z.log.prior_temp_1","z.prior_temp_3","z.prior_temp_4","z.log.prior_temp_2","z.log.prior_temp_3","z.log.prior_temp_4","z.log.temp"
"ld0128","MP",8,"ld0128_8",1693,"22/2/2017",2,9,1,2,22,26,22,26,28,24,NA,0.0018,0.00156,NA,"","","",0.0018,0.00156,0.0018,1.129,145.201,0.2613618,0.00290402,-1.469971056,-0.189087789,0.121332285,-0.393281952,-5.841659295,-1.229311342,-0.247286485731649,-1.2448066859146,-0.185334385898197,0.147388617764142,0.969827496239916,-1.32511199871773,0.208941593786652,0.97151882205222,-1.53759857794768
"ld0107","SP",8,"ld0107_8",1366,"22/2/2017",2,10,1,2,22,26,22,26,28,23,NA,0.00217,0.00179,NA,"","","",0.00217,0.00179,0.00217,1.227,145.103,0.31487351,0.003498595,-1.469971056,-0.787961721,0.204572166,0.334390619,-5.65539382,-0.884425565,-0.247286485731649,-1.2448066859146,-0.185334385898197,0.147388617764142,0.969827496239916,-1.32511199871773,0.208941593786652,0.97151882205222,-1.53759857794768
"ld0069","SP",8,"ld0069_8",748,"23/2/2017",2,1,1,1,30,22,23,23,24,23,0.000223,0.00614,0.00624,NA,"","","",0.005917,0.006017,0.006017,1.293,145.037,0.872687629,0.009696529,0.869278328,-0.787961721,0.2569651,0.792403062,-4.635987293,1.00308908,-1.41000584496483,-0.914824688540377,-1.47986769889271,-0.854543803792893,-0.916831458194018,-0.936570415117313,-0.873061737998178,-0.909461745131453,0.887129076772192
"ld0092","SP",8,"ld0092_8",1108,"23/2/2017",2,2,1,1,30,22,23.5,23.5,24,23.5,0.000642,0.0090497,0.0089803,NA,"FST1BL","","",0.0084077,0.0083383,0.0084077,1.303,145.027,1.219343508,0.013548261,0.869278328,-0.488524755,0.264669298,0.859752195,-4.301497079,1.622425095,-1.41000584496483,-0.749833689853264,-1.47986769889271,-0.68755506686672,-0.916831458194018,-0.748590129285599,-0.683262839363888,-0.909461745131453,0.887129076772192
"ld0153","Maroubra",8,"ld0153_8",2219,"23/2/2017",2,3,1,1,30,22,22.5,22.5,24,22.5,0.000368,0.00342,0.00337,NA,"","","",0.003052,0.003002,0.003052,0.962,145.368,0.443663136,0.00492959,0.869278328,-1.087398687,-0.038740828,-1.792620985,-5.312499459,-0.249528582,-1.41000584496483,-1.07981568722749,-1.47986769889271,-1.02153254071906,-0.916831458194018,-1.12868246486362,-1.0670323732427,-0.909461745131453,0.887129076772192
"ld0006","MP",8,"ld0006_8",118,"23/2/2017",2,4,1,1,30,22,23,23,24,23,0.000278,0.00351,0.00357,NA,"","","",0.003232,0.003292,0.003292,1.002,145.328,0.478419776,0.005315775,0.869278328,-0.787961721,0.001998003,-1.436487247,-5.237076464,-0.109876733,-1.41000584496483,-0.914824688540377,-1.47986769889271,-0.854543803792893,-0.916831458194018,-0.936570415117313,-0.873061737998178,-0.909461745131453,0.887129076772192
"ld0119","SP",8,"ld0119_8",1595,"23/2/2017",2,5,1,1,30,22,25.5,25.5,24,25.5,0.000448,0.00394,0.00491,NA,"","","",0.003492,0.004462,0.004462,1.18,145.15,0.6476593,0.007196214,0.869278328,0.70922311,0.165514438,-0.007047122,-4.934200225,0.450923422,-1.41000584496483,-0.0898696951048127,-1.47986769889271,-0.0196001191620308,-0.916831458194018,-0.0346631738566191,0.037570993004352,-0.909461745131453,0.887129076772192
"ld0043","UNSWKen",8,"ld0043_8",510,"23/2/2017",2,6,1,1,30,22,NA,NA,24,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,0.869278328,NA,NA,NA,NA,NA,-1.41000584496483,NA,-1.47986769889271,NA,-0.916831458194018,NA,NA,-0.909461745131453,0.887129076772192
"ld0111","SP",8,"ld0111_8",1409,"23/2/2017",2,7,1,1,30,22,22.5,22.5,24,22.5,NA,0.00301,0.0029,NA,"","","BadS1",0.00301,0.0029,0.00301,1.011,145.319,0.43741019,0.004860113,0.869278328,-1.087398687,0.01093994,-1.358317954,-5.32669359,-0.275810179,-1.41000584496483,-1.07981568722749,-1.47986769889271,-1.02153254071906,-0.916831458194018,-1.12868246486362,-1.0670323732427,-0.909461745131453,0.887129076772192
"ld0115","SP",8,"ld0115_8",1485,"23/2/2017",2,8,1,1,30,22,24,24,24,24,0.000428,0.00537,0.00566,NA,"","","",0.004942,0.005232,0.005232,1.14,145.19,0.75963408,0.008440379,0.869278328,-0.189087789,0.131028262,-0.308520938,-4.774728066,0.746199179,-1.41000584496483,-0.584842691166151,-1.47986769889271,-0.520566329940548,-0.916831458194018,-0.564567618662351,-0.497460005382259,-0.909461745131453,0.887129076772192
"ld0128","MP",8,"ld0128_8",1639,"23/2/2017",2,9,1,1,30,22,23,23,24,23,0.000153,0.00255,0.00292,NA,"","","",0.002397,0.002767,0.002767,1.096,145.234,0.401862478,0.004465139,0.869278328,-0.787961721,0.091667189,-0.652610497,-5.411454934,-0.432752746,-1.41000584496483,-0.914824688540377,-1.47986769889271,-0.854543803792893,-0.916831458194018,-0.936570415117313,-0.873061737998178,-0.909461745131453,0.887129076772192
"ld0107","SP",8,"ld0107_8",1338,"23/2/2017",2,10,1,1,30,22,22.5,22.5,24,22.5,0.000209,0.00404,0.00466,1,"","","",0.003831,0.004451,0.004451,1.225,145.105,0.645862355,0.007176248,0.869278328,-1.087398687,0.202940844,0.32012981,-4.936978595,0.445779041,-1.41000584496483,-1.07981568722749,-1.47986769889271,-1.02153254071906,-0.916831458194018,-1.12868246486362,-1.0670323732427,-0.909461745131453,0.887129076772192
"ld0069","SP",8,"ld0069_8",780,"23/2/2017",2,1,1,2,28,30,28,30,24,23,0.000382,0.0056,0.00605,NA,"","","",0.005218,0.005668,0.005668,1.293,145.037,0.822069716,0.009134108,0.284465982,-0.787961721,0.2569651,0.792403062,-4.69573974,0.892452531,0.915432873501527,0.735085298330751,0.923580787196737,1.48329851317352,-0.916831458194018,0.78282438087249,1.47185070478881,-0.909461745131453,0.347756949468565
"ld0092","SP",8,"ld0092_8",1146,"23/2/2017",2,2,1,2,28,30,28,30,24,23.5,0.000493,0.0081602,0.0087313,NA,"FST1BL","","",0.0076672,0.0082383,0.0082383,1.303,145.027,1.194775934,0.013275288,0.284465982,-0.488524755,0.264669298,0.859752195,-4.321851017,1.584738113,0.915432873501527,0.735085298330751,0.923580787196737,1.48329851317352,-0.916831458194018,0.78282438087249,1.47185070478881,-0.909461745131453,0.347756949468565
"ld0153","Maroubra",8,"ld0153_8",2201,"23/2/2017",2,3,1,2,28,30,28,30,24,22.5,0.000637,0.00446,0.00464,NA,"","","",0.003823,0.004003,0.004003,0.962,145.368,0.581908104,0.006465646,0.284465982,-1.087398687,-0.038740828,-1.792620985,-5.041252349,0.252707649,0.915432873501527,0.735085298330751,0.923580787196737,1.48329851317352,-0.916831458194018,0.78282438087249,1.47185070478881,-0.909461745131453,0.347756949468565
"ld0006","MP",8,"ld0006_8",121,"23/2/2017",2,4,1,2,28,30,28,30,24,23,0.000478,0.00316,0.00321,NA,"","","",0.002682,0.002732,0.002732,1.002,145.328,0.397036096,0.004411512,0.284465982,-0.787961721,0.001998003,-1.436487247,-5.423537791,-0.455125145,0.915432873501527,0.735085298330751,0.923580787196737,1.48329851317352,-0.916831458194018,0.78282438087249,1.47185070478881,-0.909461745131453,0.347756949468565
"ld0119","SP",8,"ld0119_8",1605,"23/2/2017",2,5,1,2,28,30,28,30,24,25.5,0.000675,0.00423,0.0041,NA,"","","",0.003555,0.003425,0.003555,1.18,145.15,0.51600825,0.005733425,0.284465982,0.70922311,0.165514438,-0.007047122,-5.161442196,0.030166308,0.915432873501527,0.735085298330751,0.923580787196737,1.48329851317352,-0.916831458194018,0.78282438087249,1.47185070478881,-0.909461745131453,0.347756949468565
"ld0043","UNSWKen",8,"ld0043_8",502,"23/2/2017",2,6,1,2,28,30,28,30,24,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,0.284465982,NA,NA,NA,NA,NA,0.915432873501527,0.735085298330751,0.923580787196737,1.48329851317352,-0.916831458194018,0.78282438087249,1.47185070478881,-0.909461745131453,0.347756949468565
"ld0111","SP",8,"ld0111_8",1419,"23/2/2017",2,7,1,2,28,30,28,30,24,22.5,0.00026,0.00278,0.00201,NA,"","","",0.00252,0.00175,0.00252,1.011,145.319,0.36620388,0.004068932,0.284465982,-1.087398687,0.01093994,-1.358317954,-5.504374722,-0.604801341,0.915432873501527,0.735085298330751,0.923580787196737,1.48329851317352,-0.916831458194018,0.78282438087249,1.47185070478881,-0.909461745131453,0.347756949468565
"ld0115","SP",8,"ld0115_8",1480,"23/2/2017",2,8,1,2,28,30,28,30,24,24,0.000415,0.00426,0.00402,NA,"","","",0.003845,0.003605,0.003845,1.14,145.19,0.55825555,0.006202839,0.284465982,-0.189087789,0.131028262,-0.308520938,-5.082748189,0.175874705,0.915432873501527,0.735085298330751,0.923580787196737,1.48329851317352,-0.916831458194018,0.78282438087249,1.47185070478881,-0.909461745131453,0.347756949468565
"ld0128","MP",8,"ld0128_8",1652,"23/2/2017",2,9,1,2,28,30,28,30,24,23,0.000248,0.00267,0.00277,NA,"","","",0.002422,0.002522,0.002522,1.096,145.234,0.366280148,0.004069779,0.284465982,-0.787961721,0.091667189,-0.652610497,-5.504166581,-0.604415951,0.915432873501527,0.735085298330751,0.923580787196737,1.48329851317352,-0.916831458194018,0.78282438087249,1.47185070478881,-0.909461745131453,0.347756949468565
"ld0107","SP",8,"ld0107_8",1354,"23/2/2017",2,10,1,2,28,30,28,30,24,22.5,0.000415,0.00561,0.00582,1,"","","",0.005195,0.005405,0.005405,1.225,145.105,0.784292525,0.008714361,0.284465982,-1.087398687,0.202940844,0.32012981,-4.742782925,0.805348224,0.915432873501527,0.735085298330751,0.923580787196737,1.48329851317352,-0.916831458194018,0.78282438087249,1.47185070478881,-0.909461745131453,0.347756949468565
"ld0069","SP",9,"ld0069_9",765,"5/3/2017",2,1,1,1,32,NA,22,22,22,22,0.00025,0.0116023,0.0103064,1,"","BigT2S for 22_C","",0.0113523,0.0100564,0.0113523,1.354,144.976,1.645811045,0.018286789,1.454090674,-1.386835653,0.303063174,1.195386635,-4.001576392,2.177752802,NA,-1.2448066859146,NA,-1.18852127764524,-1.86016093541099,-1.32511199871773,-1.26536226203824,-1.97119374284169,1.39167800608564
"ld0065","SP",9,"ld0065_9",695,"5/3/2017",2,2,1,1,32,NA,23,23,23,23,0.000345,0.00745,0.0079954,1,"","","",0.007105,0.0076504,0.0076504,1.097,145.233,1.111090543,0.01234545,1.454090674,-0.787961721,0.092579181,-0.644637971,-4.394467705,1.450282371,NA,-0.914824688540377,NA,-0.854543803792893,-1.3884961968025,-0.936570415117313,-0.873061737998178,-1.42878353961393,1.39167800608564
"ld0153","Maroubra",9,"ld0153_9",2199,"5/3/2017",2,3,1,1,32,NA,21.5,21.5,21.5,21.5,0.000398,0.00557,0.00577,NA,"","","",0.005172,0.005372,0.005372,0.911,145.419,0.781190868,0.008679899,1.454090674,-1.686272619,-0.093212382,-2.268804457,-4.746745386,0.798011402,NA,-1.40979768460172,NA,-1.35551001457141,-2.09599330471523,-1.52605754734477,-1.46825185573222,-2.25171691068002,1.39167800608564
"ld0076","SP",9,"ld0076_9",894,"5/3/2017",2,4,1,1,32,NA,22,22,22,22,0.000667,0.00704,0.00583,1,"","BadT1BL","",0.006373,0.005163,0.006373,1.24,145.09,0.92465857,0.010273984,1.454090674,-1.386835653,0.21511138,0.426523102,-4.578140404,1.11019733,NA,-1.2448066859146,NA,-1.18852127764524,-1.86016093541099,-1.32511199871773,-1.26536226203824,-1.97119374284169,1.39167800608564
"ld0111","SP",9,"ld0111_9",1404,"5/3/2017",2,5,1,1,32,NA,27.5,27.5,27.5,27.5,0.000265,0.00357,0.00358,NA,"","","",0.003305,0.003315,0.003315,1.006,145.324,0.48174906,0.005352767,1.454090674,1.906970974,0.005982072,-1.401659016,-5.230141656,-0.097036367,NA,0.570094299643639,NA,0.648354828542659,0.733995126935674,0.625329193792622,0.703948448132837,0.751653046966379,1.39167800608564
"ld0115","SP",9,"ld0115_9",1504,"5/3/2017",2,6,1,1,32,NA,22.5,22.5,22.5,22.5,0.000703,0.0084456,0.00673,NA,"","","",0.0077426,0.006027,0.0077426,1.177,145.153,1.123861618,0.012487351,1.454090674,-1.087398687,0.162968828,-0.029300526,-4.383039067,1.471443429,NA,-1.07981568722749,NA,-1.02153254071906,-1.62432856610674,-1.12868246486362,-1.0670323732427,-1.69697500313707,1.39167800608564
"ld0128","MP",9,"ld0128_9",1683,"5/3/2017",2,7,1,1,32,NA,22,22,22,22,0.000985,0.00586,0.00574,NA,"","","",0.004875,0.004755,0.004875,1.104,145.226,0.70797675,0.007866408,1.454090674,-1.386835653,0.098939948,-0.589032949,-4.845153738,0.615800283,NA,-1.2448066859146,NA,-1.18852127764524,-1.86016093541099,-1.32511199871773,-1.26536226203824,-1.97119374284169,1.39167800608564
"ld0043","UNSWKen",9,"ld0043_9",536,"5/3/2017",2,8,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,1.454090674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39167800608564
"ld0143","MP",9,"ld0143_9",2034,"5/3/2017",2,9,1,1,32,NA,23,23,23,23,0.000304,0.00639,0.00608,NA,"","","",0.006086,0.005776,0.006086,1.19,145.14,0.88332204,0.009814689,1.454090674,-0.787961721,0.173953307,0.066724407,-4.623875138,1.025515726,NA,-0.914824688540377,NA,-0.854543803792893,-1.3884961968025,-0.936570415117313,-0.873061737998178,-1.42878353961393,1.39167800608564
"ld0137","MP",9,"ld0137_9",1811,"5/3/2017",2,10,1,1,32,NA,23.5,23.5,23.5,23.5,0.000211,0.00588,0.00555,1,"","","",0.005669,0.005339,0.005669,1.284,145.046,0.822265774,0.009136286,1.454090674,-0.488524755,0.249980205,0.731341992,-4.695501322,0.892893983,NA,-0.749833689853264,NA,-0.68755506686672,-1.15266382749826,-0.748590129285599,-0.683262839363888,-1.16636008394167,1.39167800608564
"ld0069","SP",9,"ld0069_9",761,"5/3/2017",2,1,1,2,22,32,22,32,22,22,0.000556,0.00412,0.00384,1,"","BigT2S for 22_C","",0.003564,0.003284,0.003564,1.354,144.976,0.516694464,0.00574105,-1.469971056,-1.386835653,0.303063174,1.195386635,-5.160113159,0.032627129,1.49679255311812,-1.2448066859146,1.4237018453106,2.15125346087821,-1.86016093541099,-1.32511199871773,2.04142307264925,-1.97119374284169,-1.53759857794768
"ld0065","SP",9,"ld0065_9",687,"5/3/2017",2,2,1,2,22,32,22,32,23,23,0.000325,0.00263,0.00258,1,"","","",0.002305,0.002255,0.002305,1.097,145.233,0.334762065,0.003719579,-1.469971056,-0.787961721,0.092579181,-0.644637971,-5.594144789,-0.77101797,1.49679255311812,-1.2448066859146,1.4237018453106,2.15125346087821,-1.3884961968025,-1.32511199871773,2.04142307264925,-1.42878353961393,-1.53759857794768
"ld0153","Maroubra",9,"ld0153_9",2205,"5/3/2017",2,3,1,2,22,32,22,32,21.5,21.5,0.000667,0.00217,0.0021,NA,"","","",0.001503,0.001433,0.001503,0.911,145.419,0.218564757,0.002428497,-1.469971056,-1.686272619,-0.093212382,-2.268804457,-6.020482732,-1.560417575,1.49679255311812,-1.2448066859146,1.4237018453106,2.15125346087821,-2.09599330471523,-1.32511199871773,2.04142307264925,-2.25171691068002,-1.53759857794768
"ld0076","SP",9,"ld0076_9",873,"5/3/2017",2,4,1,2,22,32,22,32,22,22,0.000765,0.00596,0.00604,1,"","BadT1BL","",0.005195,0.005275,0.005275,1.24,145.09,0.76534975,0.008503886,-1.469971056,-1.386835653,0.21511138,0.426523102,-4.767232043,0.760078679,1.49679255311812,-1.2448066859146,1.4237018453106,2.15125346087821,-1.86016093541099,-1.32511199871773,2.04142307264925,-1.97119374284169,-1.53759857794768
"ld0111","SP",9,"ld0111_9",1430,"5/3/2017",2,5,1,2,22,32,22,32,27.5,27.5,0.000212,0.00199,0.00177,NA,"","","",0.001778,0.001558,0.001778,1.006,145.324,0.258386072,0.002870956,-1.469971056,1.906970974,0.005982072,-1.401659016,-5.853110204,-1.250513637,1.49679255311812,-1.2448066859146,1.4237018453106,2.15125346087821,0.733995126935674,-1.32511199871773,2.04142307264925,0.751653046966379,-1.53759857794768
"ld0115","SP",9,"ld0115_9",1459,"5/3/2017",2,6,1,2,22,32,22,32,22.5,22.5,0.000654,0.00308,0.00285,NA,"","","",0.002426,0.002196,0.002426,1.177,145.153,0.352141178,0.00391268,-1.469971056,-1.087398687,0.162968828,-0.029300526,-5.543532718,-0.677305576,1.49679255311812,-1.2448066859146,1.4237018453106,2.15125346087821,-1.62432856610674,-1.32511199871773,2.04142307264925,-1.69697500313707,-1.53759857794768
"ld0128","MP",9,"ld0128_9",1681,"5/3/2017",2,7,1,2,22,32,22,32,22,22,0.000114,0.00198,0.00217,NA,"","","",0.001866,0.002056,0.002056,1.104,145.226,0.298584656,0.003317607,-1.469971056,-1.386835653,0.098939948,-0.589032949,-5.708511539,-0.982777371,1.49679255311812,-1.2448066859146,1.4237018453106,2.15125346087821,-1.86016093541099,-1.32511199871773,2.04142307264925,-1.97119374284169,-1.53759857794768
"ld0043","UNSWKen",9,"ld0043_9",493,"5/3/2017",2,8,1,2,22,32,22,32,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,-1.469971056,NA,NA,NA,NA,NA,1.49679255311812,-1.2448066859146,1.4237018453106,2.15125346087821,NA,-1.32511199871773,2.04142307264925,NA,-1.53759857794768
"ld0143","MP",9,"ld0143_9",1999,"5/3/2017",2,9,1,2,22,32,22,32,23,23,7.46e-05,0.00162,0.00203,NA,"","","",0.0015454,0.0019554,0.0019554,1.19,145.14,0.283806756,0.003153408,-1.469971056,-0.787961721,0.173953307,0.066724407,-5.759271506,-1.076763606,1.49679255311812,-1.2448066859146,1.4237018453106,2.15125346087821,-1.3884961968025,-1.32511199871773,2.04142307264925,-1.42878353961393,-1.53759857794768
"ld0137","MP",9,"ld0137_9",1802,"5/3/2017",2,10,1,2,22,32,22,32,23.5,23.5,0.000684,0.00314,0.00359,1,"","","",0.002456,0.002906,0.002906,1.284,145.046,0.421503676,0.004683374,-1.469971056,-0.488524755,0.249980205,0.731341992,-5.363736489,-0.344398138,1.49679255311812,-1.2448066859146,1.4237018453106,2.15125346087821,-1.15266382749826,-1.32511199871773,2.04142307264925,-1.16636008394167,-1.53759857794768
"ld0069","SP",9,"ld0069_9",751,"6/3/2017",2,1,1,1,24,22,22,22,27,22,0.000343,0.00109,0.00217,NA,"","","BadS1",0.000747,0.001827,0.001827,1.3,145.03,0.26496981,0.002944109,-0.88515871,-1.386835653,0.262364264,0.839601881,-5.827949054,-1.203925709,-1.41000584496483,-1.2448066859146,-1.47986769889271,-1.18852127764524,0.498162757631432,-1.32511199871773,-1.26536226203824,0.527752813129503,-0.857361468011035
"ld0065","SP",9,"ld0065_9",694,"6/3/2017",2,2,1,1,24,22,23.5,23.5,27,23.5,0.000214,0.00232,0.00239,1,"","","",0.002106,0.002176,0.002176,1.102,145.228,0.316016128,0.00351129,-0.88515871,-0.488524755,0.097126711,-0.60488404,-5.651771788,-0.877719076,-1.41000584496483,-0.749833689853264,-1.47986769889271,-0.68755506686672,0.498162757631432,-0.748590129285599,-0.683262839363888,0.527752813129503,-0.857361468011035
"ld0153","Maroubra",9,"ld0153_9",2193,"6/3/2017",2,3,1,1,24,22,22,22,27,22,0.000131,0.00158,0.00147,NA,"","","",0.001449,0.001339,0.001449,0.917,145.413,0.210703437,0.002341149,-0.88515871,-1.386835653,-0.086647807,-2.211417768,-6.057113444,-1.628242339,-1.41000584496483,-1.2448066859146,-1.47986769889271,-1.18852127764524,0.498162757631432,-1.32511199871773,-1.26536226203824,0.527752813129503,-0.857361468011035
"ld0076","SP",9,"ld0076_9",884,"6/3/2017",2,4,1,1,24,22,22,22,27,22,0.000171,0.00272,0.00221,NA,"","","",0.002549,0.002039,0.002549,1.227,145.103,0.369867547,0.004109639,-0.88515871,-1.386835653,0.204572166,0.334390619,-5.494420089,-0.586369523,-1.41000584496483,-1.2448066859146,-1.47986769889271,-1.18852127764524,0.498162757631432,-1.32511199871773,-1.26536226203824,0.527752813129503,-0.857361468011035
"ld0111","SP",9,"ld0111_9",1439,"6/3/2017",2,5,1,1,24,22,23,23,27,23,NA,0.00141,0.00185,NA,"","","",0.00141,0.00185,0.00185,0.999,145.331,0.26886235,0.002987359,-0.88515871,-0.787961721,-0.0010005,-1.462699783,-5.813365559,-1.176923174,-1.41000584496483,-0.914824688540377,-1.47986769889271,-0.854543803792893,0.498162757631432,-0.936570415117313,-0.873061737998178,0.527752813129503,-0.857361468011035
"ld0115","SP",9,"ld0115_9",1477,"6/3/2017",2,6,1,1,24,22,22,22,27,22,0.000359,0.00263,0.00268,NA,"","","",0.002271,0.002321,0.002321,1.155,145.175,0.336951175,0.003743902,-0.88515871,-1.386835653,0.144100344,-0.194246444,-5.587626896,-0.758949557,-1.41000584496483,-1.2448066859146,-1.47986769889271,-1.18852127764524,0.498162757631432,-1.32511199871773,-1.26536226203824,0.527752813129503,-0.857361468011035
"ld0128","MP",9,"ld0128_9",1669,"6/3/2017",2,7,1,1,24,22,22,22,27,22,0.000142,0.00285,0.00251,NA,"","","",0.002708,0.002368,0.002708,1.115,145.215,0.39324222,0.004369358,-0.88515871,-1.386835653,0.108854405,-0.502362012,-5.433139191,-0.472902924,-1.41000584496483,-1.2448066859146,-1.47986769889271,-1.18852127764524,0.498162757631432,-1.32511199871773,-1.26536226203824,0.527752813129503,-0.857361468011035
"ld0043","UNSWKen",9,"ld0043_9",530,"6/3/2017",2,8,1,1,24,22,NA,NA,27,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,-0.88515871,NA,NA,NA,NA,NA,-1.41000584496483,NA,-1.47986769889271,NA,0.498162757631432,NA,NA,0.527752813129503,-0.857361468011035
"ld0143","MP",9,"ld0143_9",2011,"6/3/2017",2,9,1,1,24,22,22,22,27,22,NA,0.00221,0.00221,NA,"","","",0.00221,0.00221,0.00221,1.193,145.137,0.32075277,0.00356392,-0.88515871,-1.386835653,0.176471143,0.088735012,-5.636894216,-0.850172034,-1.41000584496483,-1.2448066859146,-1.47986769889271,-1.18852127764524,0.498162757631432,-1.32511199871773,-1.26536226203824,0.527752813129503,-0.857361468011035
"ld0137","MP",9,"ld0137_9",1810,"6/3/2017",2,10,1,1,24,22,21.5,21.5,27,21.5,0.000126,0.0027,0.00236,NA,"","","",0.002574,0.002234,0.002574,1.272,145.058,0.373379292,0.004148659,-0.88515871,-1.686272619,0.240590465,0.649258062,-5.484970129,-0.568872149,-1.41000584496483,-1.40979768460172,-1.47986769889271,-1.35551001457141,0.498162757631432,-1.52605754734477,-1.46825185573222,0.527752813129503,-0.857361468011035
"ld0069","SP",9,"ld0069_9",750,"6/3/2017",2,1,1,2,28,24,28,24,27,22,0.000478,0.00568,0.00499,NA,"","","",0.005202,0.004512,0.005202,1.3,145.03,0.75444606,0.008382734,0.284465982,-1.386835653,0.262364264,0.839601881,-4.781581165,0.733510106,-0.828646165348238,0.735085298330751,-0.805600282147312,-0.520566329940548,0.498162757631432,0.78282438087249,-0.497460005382259,0.527752813129503,0.347756949468565
"ld0065","SP",9,"ld0065_9",688,"6/3/2017",2,2,1,2,28,24,28,24,27,23.5,0.000465,0.00497,0.0043,1,"","","",0.004505,0.003835,0.004505,1.102,145.228,0.65425214,0.007269468,0.284465982,-0.488524755,0.097126711,-0.60488404,-4.924072168,0.469676348,-0.828646165348238,0.735085298330751,-0.805600282147312,-0.520566329940548,0.498162757631432,0.78282438087249,-0.497460005382259,0.527752813129503,0.347756949468565
"ld0153","Maroubra",9,"ld0153_9",2192,"6/3/2017",2,3,1,2,28,24,28,24,27,22,0.000323,0.00317,0.00299,NA,"","","",0.002847,0.002667,0.002847,0.917,145.413,0.413990811,0.004599898,0.284465982,-1.386835653,-0.086647807,-2.211417768,-5.38172115,-0.37769821,-0.828646165348238,0.735085298330751,-0.805600282147312,-0.520566329940548,0.498162757631432,0.78282438087249,-0.497460005382259,0.527752813129503,0.347756949468565
"ld0076","SP",9,"ld0076_9",861,"6/3/2017",2,4,1,2,28,24,28,24,27,22,0.000484,0.00475,0.00449,NA,"","","",0.004266,0.004006,0.004266,1.227,145.103,0.619009398,0.006877882,0.284465982,-1.386835653,0.204572166,0.334390619,-4.979444523,0.367149898,-0.828646165348238,0.735085298330751,-0.805600282147312,-0.520566329940548,0.498162757631432,0.78282438087249,-0.497460005382259,0.527752813129503,0.347756949468565
"ld0111","SP",9,"ld0111_9",1435,"6/3/2017",2,5,1,2,28,24,28,24,27,23,0.000183,0.0026,0.0023,NA,"","","",0.002417,0.002117,0.002417,0.999,145.331,0.351265027,0.003902945,0.284465982,-0.787961721,-0.0010005,-1.462699783,-5.546023883,-0.681918172,-0.828646165348238,0.735085298330751,-0.805600282147312,-0.520566329940548,0.498162757631432,0.78282438087249,-0.497460005382259,0.527752813129503,0.347756949468565
"ld0115","SP",9,"ld0115_9",1498,"6/3/2017",2,6,1,2,28,24,28,24,27,22,0.000436,0.00406,0.00423,NA,"","","",0.003624,0.003794,0.003794,1.155,145.175,0.55079395,0.006119933,0.284465982,-1.386835653,0.144100344,-0.194246444,-5.09620413,0.150959927,-0.828646165348238,0.735085298330751,-0.805600282147312,-0.520566329940548,0.498162757631432,0.78282438087249,-0.497460005382259,0.527752813129503,0.347756949468565
"ld0128","MP",9,"ld0128_9",1645,"6/3/2017",2,7,1,2,28,24,28,24,27,22,0.000374,0.00365,0.00299,NA,"","","",0.003276,0.002616,0.003276,1.115,145.215,0.47572434,0.005285826,0.284465982,-1.386835653,0.108854405,-0.502362012,-5.24272638,-0.120338015,-0.828646165348238,0.735085298330751,-0.805600282147312,-0.520566329940548,0.498162757631432,0.78282438087249,-0.497460005382259,0.527752813129503,0.347756949468565
"ld0043","UNSWKen",9,"ld0043_9",542,"6/3/2017",2,8,1,2,28,24,28,24,27,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,0.284465982,NA,NA,NA,NA,NA,-0.828646165348238,0.735085298330751,-0.805600282147312,-0.520566329940548,0.498162757631432,0.78282438087249,-0.497460005382259,0.527752813129503,0.347756949468565
"ld0143","MP",9,"ld0143_9",2027,"6/3/2017",2,9,1,2,28,24,28,24,27,22,4.46e-05,0.00296,0.00323,NA,"","","",0.0029154,0.0031854,0.0031854,1.193,145.137,0.4623194,0.005136882,0.284465982,-1.386835653,0.176471143,0.088735012,-5.271308998,-0.173261073,-0.828646165348238,0.735085298330751,-0.805600282147312,-0.520566329940548,0.498162757631432,0.78282438087249,-0.497460005382259,0.527752813129503,0.347756949468565
"ld0137","MP",9,"ld0137_9",1800,"6/3/2017",2,10,1,2,28,24,28,24,27,21.5,0.000414,0.00565,0.00586,NA,"","","",0.005236,0.005446,0.005446,1.272,145.058,0.789985868,0.008777621,0.284465982,-1.686272619,0.240590465,0.649258062,-4.735549865,0.818740827,-0.828646165348238,0.735085298330751,-0.805600282147312,-0.520566329940548,0.498162757631432,0.78282438087249,-0.497460005382259,0.527752813129503,0.347756949468565
